business_id,name,state,city,postal_code,latitude,longitude,stars,review_count
GWehTjWVLO5TkA3SvI3X8A,Kiley's Auto Repair,PA,Norristown,19401,40.1189649,-75.352263,5.0,10
IOCMrtCve-4IL9Nop9VZKg,Dileo's Auto Sales,PA,Norristown,19403,40.137646,-75.383617,3.0,5
xzqdcjrtyrxWWh7XWbKSRw,Michael DeAntonio Auto Repair,PA,Philadelphia,19147,39.936013,-75.161457,4.5,6
Sn3j9chMsXgZCkyCRdC7Yw,Conicelli-Toyota,PA,Conshohocken,19428,40.1006848,-75.3003079,4.0,19
hr75pzFjl6twEgyBRBQwkw,Bao Auto Repair,PA,Philadelphia,19148,39.9292375,-75.1572396,5.0,8
iUoKqIguaaKsfbxwvJi0Zw,Godshall's Auto Service,PA,Hatfield,19440,40.2779827,-75.296497,4.0,13
U98fFrsQRTWv_m0C1mBLAA,Spina & Adams Collision Services,PA,Oaks,19456,40.1339275,-75.4610999,4.5,8
r8STQObXM971BFXQjDqS7w,Peruzzi Nissan,PA,Fairless Hills,19030,40.1828843,-74.8624618,2.5,41
Bd9AyP3ZpE57Ed0gHwh6NA,Conicelli Honda,PA,Conshohocken,19428,40.101883,-75.3056403,3.0,174
X5KR1rVZrCHL1C89AiYtgA,H&A Complete Auto Repair,PA,West Norriton,19403,40.131834,-75.3702295,4.5,20
AjFgnR0TwDxThO5lOv_WQQ,AAA - Philadelphia,PA,Philadelphia,19103,39.9534412,-75.1702501,2.0,18
A2UHpjrQAyMv7dXmYi13mg,Menta Sunoco Service & Auto Repair,PA,Media,19063,39.903993,-75.414874,4.0,7
d8l2shht0OoQSq5CrTMpoA,Pep Boys,PA,Chalfont,18914,40.2668744,-75.2301737,2.5,19
J4w4CCyvi5lxe6zhtDFJOg,Mavis Discount Tire,PA,Chalfont,18914,40.2736935389,-75.2208983,3.0,25
EIPtYLEUDohjmbYYj3xT8g,Northeastern Automotive And Light Truck Repair,PA,King of Prussia,19406,40.0854273,-75.3603752,4.0,15
siIZOzIQgYiQmx55c9S3zQ,Jiffy Lube,PA,Paoli,19301,40.0423844,-75.4800622,3.0,30
GnRLt9KWJ1vOC5BLw5BRpw,Eugen's Auto Sales & Repairs,PA,Philadelphia,19136,40.0508356,-75.0089475,4.5,8
HAfeuAQDHknXY1jzq7HJ3A,Schummers Auto Repair - Mayfair,PA,Philadelphia,19135,40.0321305,-75.0526044,4.5,15
R2v94o4-LyDr1N0FIIYoaQ,Haines Auto Service,PA,Royersford,19468,40.193968,-75.5335792,5.0,6
n5Aa2BxHKKAP1ra5Q5bN-w,Meyers Automotive,PA,Pottstown,19464,40.2451255,-75.6501753,5.0,7
XwyxK3BRksCQS9BFfwIR-g,Tom Oates Automotive Center,PA,Chester Springs,19425,40.083325,-75.631578,2.5,5
TOOuPArV9vEpf8YhVRuzjw,Yoon's Auto Repair,PA,Philadelphia,19126,40.0534449,-75.1264211,2.5,7
5vY_YMSIIgDpcxNhUxk_Sg,Take A Taste Cafe,PA,Langhorne,19047,40.1614998463,-74.9063846307,4.5,13
zXnFTbBeqWP8A3YvmFme-Q,Mavis Discount Tire,PA,Abington,19001,40.1219014794,-75.1180931926,4.0,42
6lXkFYfttecwkhCNvvEl9g,Tim's Auto Care,PA,Havertown,19083,39.9717142,-75.2880301,3.5,15
WvW_-ivdspC5mIK9dcWktQ,Johns Auto Body,PA,Levittown,19057,40.1361747,-74.8232634,4.0,11
_Wy7h3mRw8eSzLgNBeoWkA,King's Automotive,PA,Swarthmore,19081,39.8902433,-75.3533105,4.5,11
iRSvy8AhvW6A27WTSrwJew,Wensel's Auto Center,PA,Spring City,19475,40.181966,-75.5461009,3.5,5
NveYqcNAFF5oHPdx53vR3g,G & S Tire & Auto,PA,Blue Bell,19422,40.1486703,-75.3070071,4.0,5
wcRxy3tghAhpgLoo7x0ICA,McCarthy Auto Service,PA,Conshohocken,19428,40.0706699,-75.316278,4.5,6
RN5FJBpuh2o0Rh4gdSOuRw,Coffman's Service,PA,Warminster,18974,40.196732,-75.083027,5.0,5
FoIKunXAHONBK5VpL_4dQw,Jeff D'Ambrosio Dodge Chrysler Jeep Ram,PA,Downingtown,19335,40.0211248512,-75.6687995968,2.0,77
8A4RXm6fl9CuCACNb8a-YQ,Tires Plus,PA,King of Prussia,19406,40.09528,-75.36091,2.5,28
dvidzWEPgTQPeBc8CUV2OQ,Tires Plus,PA,Flourtown,19031,40.11336,-75.21451,3.0,31
HMLJra31PfphBxOdFZzR1A,Just Cruisin,PA,Harleysville,19438,40.2773534,-75.3817052,3.0,18
y1HcGuIOchLnsuRCT-8LjA,Authorized Motor Service,PA,Philadelphia,19147,39.9355044,-75.1572515,4.5,8
vlaLpBMm4Hzz5PXkxBNzfg,Allen Tire & Service,PA,Philadelphia,19135,40.0195906,-75.0633527,5.0,10
xQf1XC4NOrg3rEOrxTf0og,JG Transmissions,PA,Willow Grove,19090,40.1508464,-75.1068069,4.5,8
DCDngTtKm7ZAOLPvbX0_9g,American Auto Repair & Getty,PA,Conshohocken,19428,40.0791389,-75.3005148,3.5,7
vN01r1Al_NtpToWfgB3gwQ,DK Auto Repair,PA,Oreland,19075,40.1156096087,-75.1885778744,5.0,6
d-xAtedbnJtirMZC0Plczw,Greenwood Automotive Specialists,PA,Glenside,19038,40.104283,-75.146929,5.0,14
X63jIMRHYBvKKQDuJTRiQQ,Keystone Discount Tire,PA,Bensalem,19020,40.086585,-74.937895,4.0,23
GjvRSEmkCd19T3MkSOataA,Faulkner Hyundai,PA,Philadelphia,19116,40.1024653139,-75.0057541897,3.5,63
JhIh2416j-t9ybpiHSLGLQ,Central City Toyota,PA,Philadelphia,19139,39.9570817,-75.2181875,3.0,139
trCimr_PVNVi5Vghb7GYCg,Nu Era Automotive,PA,Philadelphia,19148,39.929258,-75.157233,4.5,37
UDQiw4e32h4XfUDePMVbhA,Ken's Automotive,PA,Phoenixville,19460,40.1313899,-75.5217786,4.0,5
SsR9o-NcXvl_7GzRHIKytA,Caliber Collision,PA,Feasterville-Trevose,19053,40.1349054,-75.0002094,5.0,5
3TcYCKWZh-biDJwlhezudQ,PA Auto Select,PA,Downingtown,19335,40.0015269,-75.6951251,2.5,15
Ey2aDX0uErlpT_vXPLbNKg,Pep Boys,PA,Malvern,19355,40.0396338,-75.5488666,2.5,14
jqt1E1Oni3UEeY_mtmI0zA,Hink's Garage,PA,North Wales,19454,40.2159482,-75.276662,5.0,5
7Oa1F9WjQ1qcfa3OoaNd2g,Chapman Chevrolet,PA,Philadelphia,19153,39.9048048,-75.2248884,2.5,71
4NK66-1U1Uj0BLvUL-wkxg,Porrini's Automotive Center,PA,Elkins Park,19027,40.055714,-75.1259421,4.5,5
unkZKeAkvGUCi9uz9BkmDw,Young's Auto Body,PA,West Chester,19382,39.9631478,-75.5935963,5.0,5
_olrhlw2h3VDkrUYftbaLA,Caliber Collision,PA,Philadelphia,19111,40.0590017,-75.0791149,4.0,5
sXyYBK2AnpJLYqbVR1asPg,United Tire & Service of Ambler,PA,Ambler,19002,40.1577604,-75.2248248,4.0,13
k0OSAt4yHCMmuoWZyD0P8Q,CSE Automotive,PA,Oreland,19075,40.1167656,-75.1854998,4.0,13
-oJLrjktukLSGZf8mb0wDw,Rodz Automotive Specialists,PA,Levittown,19056,40.1362155,-74.8833779,4.5,7
xnmIZz0EJ1Pv42JufeN-Qw,Maaco Auto Body Shop & Painting,PA,Philadelphia,19128,40.037271,-75.237857,3.5,12
nr4mQLpcMZKf0LugxiBrwQ,Pep Boys,PA,Havertown,19083,39.9701464,-75.3048202,2.0,37
Fqx6lq9MO20_71qs_0UBcw,Pep Boys,PA,Philadelphia,19153,39.903655,-75.23893,2.5,22
jLE2vcagH6q8dBcn9Y2dXQ,Collision Star of Wyndmoor,PA,Wyndmoor,19038,40.0818039,-75.1823081,3.0,16
6NEbaZqBuzmmP-1QeTRB1Q,Penn Jersey Auto,PA,Levittown,19056,40.1383135,-74.8779875,5.0,5
mSiI5tOHNQLF62mJAe4CWg,Meineke Car Care Center,PA,Philadelphia,19129,40.0077753,-75.1743743,2.0,6
m5OsX6UdhfYrMrQVIWzuIg,Mr Tire Auto Service Centers,PA,Abington,19001,40.1095162761,-75.1236963272,3.5,12
BVrCapYWMe0HInTJ1xs_QQ,Davis Acura,PA,Langhorne,19047,40.177426,-74.882006,2.5,45
jQF5CzbdfeZ8VX9LS52_vg,Pennsylvania Tire & Auto,PA,Ardmore,19003,40.0114693506,-75.2946399,5.0,31
W7S5xV7aOIWjcq0Xd4KKLg,Bryner Chevrolet,PA,Jenkintown,19046,40.105553,-75.121755,3.5,54
CYZPFztvMTvNpXhd4ecjOQ,Pacifico Ford,PA,Philadelphia,19153,39.913592,-75.2226548,2.5,76
ZKaMRAV1Ej-2v6OVFb1OzA,Conicelli Nissan,PA,Conshohocken,19428,40.103322,-75.307929,2.5,103
RStXv1K82AzeCGJmTGCxUA,Pep Boys,PA,Philadelphia,19124,40.0109803,-75.1072252,2.5,10
2gLoCvoxOUZ4yc0NxXG8kA,Eric's Auto Repair,PA,Chester,19013,39.8712451,-75.3619993,5.0,6
YB4C2sfSn_kysJvhq6df8w,John Kennedy Ford,PA,Phoenixville,19460,40.1197429,-75.5050131,3.5,18
Z9MtOpkLkX-W2cRp0O6PaQ,Service Center of Yardley,PA,Yardley,19067,40.2359047,-74.8304744,5.0,5
1tTcybE7LMXlEQMzMcU1Cg,Tires Plus,PA,Willow Grove,19090,40.151114,-75.106507,2.5,6
3q_V9hBKLSU_qfdAqh8dmg,McJilton Auto Service,PA,Malvern,19355,40.0773868,-75.5230752,5.0,5
PUDFPJEYc0IU9CQoGST2-w,Ozzie and Mario's Auto Center,PA,Feasterville Trevose,19053,40.136033,-74.996391,4.5,8
PWJN6jFh1ajGUr3neiImuw,Wismer Auto Interiors & Tops,PA,Souderton,18964,40.3167897,-75.3299897,5.0,7
B4FenDkijzj-JdWvFZWA8A,Telford Auto Repair & Tire,PA,Telford,18969,40.3187217,-75.317102,5.0,6
qDsu4sY9Mj01blkohcP2xw,Service King Collision Collegeville,PA,Collegeville,19426,40.187301,-75.4509958,3.5,7
p8iBO8npGGPHThgEXhd8ng,Boro Line Auto Service,PA,King of Prussia,19406,40.1027241593,-75.3560578413,4.0,7
Ap837PqjC7UE3PMRuJYWIA,Ebner's Auto,PA,Ambler,19002,40.1532306,-75.2238424,4.5,6
MUk-Yinoj6KPvsfI4jCqDw,M C Automotive,PA,Media,19063,39.9163682,-75.3980062,5.0,9
FU1zGMtidXyJKtbPhyNu-Q,Fred Beans Ford of Langhorne,PA,Langhorne,19047,40.1759698,-74.8853878,1.5,6
AkYhtRT0AjhYRemQkNO7WQ,Main Line Collision,PA,Wayne,19087,40.04397,-75.3996502,5.0,5
KuF7DTeMLbWFVIAoPIpvRQ,Midas,PA,Springfield,19064,39.9183477864,-75.3310991251,2.0,30
kYxNtCfm774AdGOo8yH9lg,Keenan Motors,PA,Doylestown,18902,40.3306994,-75.1303171,3.0,22
Wme70zEmBZ9IN-Y052sV-w,Fellah Auto Group,PA,Philadelphia,19111,40.0564935,-75.0744838,3.0,20
qf2CCGWX_mqlJSA5CoMJ1g,Rex Carle Automotive,PA,Downingtown,19335,40.0200474,-75.7048467,5.0,13
4A2zfyfkbXB3VZvOuj9CjQ,Ridge Auto Service,PA,Bensalem,19020,40.112082,-74.953707,5.0,9
lX1nMfMRK7zfOZBLMzCKdw,Jiffy Lube,PA,Warminster,18974,40.2054459774,-75.0979410857,2.5,31
suJ6-M60F84KmH3__rzGRg,EVB Towing,PA,Conshohocken,19428,40.0879647,-75.2929971,2.0,13
ndZ5JS7QIEigS-hyAdc9dg,Fred Beans Hyundai,PA,Langhorne,19047,40.1680033,-74.8968986,2.5,41
Y6B860O1tXiZUTeLezfXCw,Ardmore Auto Body,PA,Ardmore,19003,40.0068594,-75.2923769,2.5,11
XOe2k1thO1MLJqqvwHU30g,Liberty,PA,Broomall,19008,39.9676327016,-75.3592721799,3.5,6
_wokdgd4hgYSpwXrlQ6eTg,Black Forest Auto,PA,Phoenixville,19460,40.1235793,-75.5360858,4.0,5
bRkmmyRBK91_68crtQuKzQ,Auto Tronics,PA,Southampton,18966,40.1664566,-75.0515776,5.0,9
jz-OCrp-57YKRaH96AGTnA,Avis,PA,Bala Cynwyd,19004,40.0051561,-75.2199653,2.0,8
i0rq2iOdn9IofYYxyq6rTA,Danis Auto,PA,Philadelphia,19149,40.028792,-75.063039,3.0,24
DTDI1TnM8sexc8aOa6Y1OA,Cornerstone Automotive,PA,Crum Lynne,19022,39.86855931,-75.3377258778,5.0,8
z_sw83A3p9g7CQT6mHbeoA,Eimports 4Less,PA,Perkasie,18944,40.379044,-75.214589,3.5,55
Dx7Y5kS7Qu1joT7FyXvOng,Lemek Automotive and Performance,PA,Hatboro,19040,40.1789545,-75.0984815,4.0,8
jrcwhQO1T0Gz-tzMLUJm9g,Orsini's Auto Body,PA,Ardmore,19003,39.9954899,-75.301387,5.0,31
XXM1l9wQ3aAvYgEeh2N1Rg,O'Donnell Auto Services,PA,Folcroft,19032,39.8923267,-75.281487,5.0,5
qDT4rX-zyRIpEDlHcOWrIw,John Hauser's Drexel Automotive,PA,Drexel Hill,19026,39.9464982,-75.3018295,5.0,12
KihXlum3VIjC3HzNPSYnvg,Garrison's Garage,PA,Philadelphia,19125,39.9786572,-75.1257825,4.5,131
eWkqzqKyfULa7N2RI_URNg,Auto Doctor of Warminster,PA,Hatboro,19040,40.176284864,-75.0789511693,3.5,14
H7y-KJ-MEEfUhCPA98g8kA,Marinos Auto Repair,PA,Philadelphia,19146,39.9376096,-75.1696321,5.0,16
jE54zOGJrE2Y2BmvC6PKSA,Firestone Complete Auto Care,PA,Downingtown,19335,39.996151,-75.745108,2.0,13
hP4P9XbVPt3tI7wkueQbVw,Newton Motorcars,PA,Tullytown,19007,40.1374575,-74.8149669,5.0,5
rO5bnXKVrfftnF75T-ZtGw,Meineke Car Care Center,PA,Philadelphia,19139,39.953502,-75.2197991622,2.5,22
wQiTh8Ch1oS5zKfbkcCvvw,Spencer Chevrolet,PA,Springfield,19064,39.9168410815,-75.33420611,2.5,15
9N7fq0RCVcoW4K5KJf4vGQ,Euro Dyno Werx,PA,Philadelphia,19134,39.9818217,-75.1064875,5.0,10
j19wR1dEKorx141AtNeQlg,Mike & Irv's Auto Repair,PA,Philadelphia,19149,40.0321485,-75.0638296,5.0,5
AjjlUtBa1-h2GofdV83aCg,Bergey's Lincoln,PA,Lansdale,19446,40.2517847,-75.2729791,4.5,7
XXaRJasFpk9gK-lkEIjHOg,Midas,PA,West Chester,19382,39.966036957,-75.5425020346,2.0,19
rlBtOEwkB2f9VLoGbFsxkw,Mike's Mobile Fleet Service,PA,Downingtown,19335,40.0296312,-75.6840576,3.5,7
chcHhOhZKCRIQA4gijIsvQ,Otto & Ron's Lukoil Servicenter,PA,Jenkintown,19046,40.1011738,-75.1369598,4.5,8
wmj7ITiIoGnXasJ6G6BH2g,John L Smith Used Cars,PA,West Chester,19380,39.9588248,-75.6153758,4.0,8
8hQDDAgG3iDu6rNNUQ-jeA,BT Automotive,PA,Prospect Park,19076,39.8899641,-75.3076449,4.0,5
x3Po3HUD4ac_dpbMg1jDVA,S & B Auto Service,PA,Philadelphia,19107,39.9577013,-75.1582547,4.0,12
AehAnaMdon5bTJvt2BmZgQ,Tommy's Automotive,PA,West Chester,19382,39.950256,-75.587484,4.5,23
D0nDnfOxToegzUV-58HhtA,Devon Nissan,PA,Devon,19333,40.0464983331,-75.4331097117,2.0,39
s7mCeZmcgSLNhoUytsAkwg,Conway Collision LLC,PA,Philadelphia,19120,40.0239463,-75.1225212,4.0,5
vhSECgC9h-mWTzlgxZNefA,Three Suns Auto Care,PA,Media,19063,39.9161549,-75.3980291,5.0,10
vO383mHMLVPqLwXV0E3kjw,Monro Auto Service and Tire Centers,PA,Phoenixville,19460,40.1343641537,-75.5394886397,2.0,18
mXcjGClCK67VVCSx0hrtMw,O'Brien's Tire & Auto,PA,Philadelphia,19125,39.976762,-75.1207423,3.5,46
4ozcUaI0WxOZFxHlFZcqBg,DiNardo Foreign Motors,PA,Horsham,19044,40.1792965,-75.1304478,3.5,10
Z0NG3S480FepnpkivWEZHA,Collingdale Performance,PA,Darby,19023,39.9118947,-75.2767303,4.0,5
EgqSkOM2MiCpWQGTrcXXSQ,Advanced Auto Group,PA,West Chester,19382,39.9055241,-75.5665607,5.0,6
IopKOtAlBYHBTD6xstny7Q,Ray's Tire and Automotive,PA,Folcroft,19032,39.8915883,-75.2829274,5.0,5
v_G3vuI6_CuBg7jjTSCaAQ,Colonial Nissan,PA,Feasterville-Trevose,19053,40.138435,-75.0069423,2.5,40
yCMGOhRXPG6gN2Ia879m5g,Spina & Adams Collision Services,PA,Upper Darby,19082,39.9545454,-75.2534207,3.5,7
HQD2fLfTDlHt8tdi8p0p3A,Wayne's Garage,PA,Philadelphia,19143,39.9485311,-75.2133903,2.5,79
LUMXJLw3s_JZO9DxL2ryDA,Firestone Complete Auto Care,PA,Pottstown,19464,40.244043,-75.614348,2.5,17
Ul6eaFd_71zMtCrnx-QcqA,Doylestown Sunoco - Ultra Service Center,PA,Doylestown,18901,40.3254660768,-75.1303073865,3.0,6
4U5O8o5vTVzOKN7PoAK40Q,Main Line Auto Center,PA,Bala Cynwyd,19004,40.0015024,-75.228775,4.0,8
z1VZeX5KFfYzvV62Lpj16A,Bavarian Motors,PA,Philadelphia,19140,40.0141516,-75.1506389,1.0,6
hQzJr8geXRXLlpzE5GcHDA,Cal's Automotive,PA,clifton heights,19018,39.9324775,-75.2903544,4.0,7
E4qH6Mm7JkSxaTMqSEr5Iw,Sigismondi Foreign Car Specialists,PA,Philadelphia,19147,39.9325392,-75.149466,3.0,13
CZp7KP8OZVYEKbsBvfZZZA,Glenns Auto Care Center,PA,Feasterville-Trevose,19053,40.1432326486,-75.0056693169,4.5,5
XeJLOFPm9rxXKr2wVrd5ZA,Mr. Tire Auto Service Centers,PA,Broomall,19008,39.9816993308,-75.3616055846,4.0,33
7-zRaGRevEgwKqJ35cjm-A,Mavis Discount Tire,PA,Bala Cynwyd,19004,39.9980349,-75.2336042,3.0,55
