business_id,business_name,fault_type,repair_count,avg_rating,composite_score
zXnFTbBeqWP8A3YvmFme-Q,Mavis Discount Tire,wheels_and_tires,12,4.0,10.259797429846147
OrE5x4-oSp8aDUw166Fn2A,CJ's Tire & Automotive,wheels_and_tires,12,4.0,10.259797429846147
fBN7b-DFWcVdeV2FX_xUYw,Jack's Auto Glass & Parts,body_and_exterior,29,3.0,10.203592144986466
0-tNITJZLzSARsR_rtkgvw,Mavis Discount Tire,wheels_and_tires,16,3.5,9.916246704196757
tOVftOP1MBnKYKOx6WDucw,United Tire & Service of Concordville,wheels_and_tires,8,4.5,9.887510598012987
Yw-kPf-QH1uxpXdjmbFRgw,Fountain Street Auto Service,engine,8,4.5,9.887510598012987
pp04uE8hzooaK-GEiZeR_Q,Joe Pirrone Transmissions,transmission,8,4.5,9.887510598012987
7HI9pccJr1sqs8MrJQJNgg,Ramsey's Service Center,brakes,8,4.5,9.887510598012987
X1AeBeua7lzXCqxnLpq17g,11th Street Auto Repair,transmission,8,4.5,9.887510598012987
NlsgSTg_hwAVspEu9NTm9A,D'Avico's Auto Repair,engine,8,4.5,9.887510598012987
X1AeBeua7lzXCqxnLpq17g,11th Street Auto Repair,body_and_exterior,8,4.5,9.887510598012987
p8ZjK4Djg5290xhIibRGnQ,Fitzgerald's Tire & Auto Service,wheels_and_tires,8,4.5,9.887510598012987
adgThekUMoNlAYwQ96388w,Northern Liberties Auto Clinic,engine,8,4.5,9.887510598012987
QhPWkEJ9DfJqADBggpxNpA,Eagle Service Center,wheels_and_tires,6,5.0,9.729550745276565
7vfpMb41JBRMp1xQWt8DyQ,All About Tires,wheels_and_tires,6,5.0,9.729550745276565
pX8P31z1ixaMp3iViINrjA,KX Automotive,brakes,6,5.0,9.729550745276565
Qp6gTafgrtOArzWjHv8sAA,A & W Auto Services,wheels_and_tires,6,5.0,9.729550745276565
d9vJVJM2DifqWYN4Q4-gow,1939 Auto,engine,6,5.0,9.729550745276565
fmX6zDAFVOsFWxGJx1XKrw,Buyer's Tires & Autocure,wheels_and_tires,6,5.0,9.729550745276565
egfW5WNbWaV2NZAyvREsVA,Joel Muffler Zone,exhaust_system,6,5.0,9.729550745276565
x693RJXO2N3RR9aAhT34_g,John's Auto Repair,engine,6,5.0,9.729550745276565
0zWYKUPvImD7ufl1RQ1jhw,Don's Auto Repair,electrical_system,6,5.0,9.729550745276565
iC31UEOQJ5sumFohxV9S-Q,Dr Ralph's Automotive Services Center,body_and_exterior,6,5.0,9.729550745276565
2E_xdmb-eR2ThEAXLY0UUQ,Piazza Honda Of Philadelphia,wheels_and_tires,15,3.5,9.704060527839234
94ClD2iw2L-lHmqTBTPeAA,Batteries Plus Bulbs,electrical_system,10,4.0,9.591581091193483
FQmscdrFJLHdekxdWi356Q,Rossi's Tire & Service,wheels_and_tires,14,3.5,9.478175703857735
jQLoPMoIck8H1FWHqHgcOg,Rydon Auto Glass & Upholstery,body_and_exterior,14,3.5,9.478175703857735
Yw-kPf-QH1uxpXdjmbFRgw,Fountain Street Auto Service,brakes,7,4.5,9.35748693755926
3c3okC0udBKZD_fASFrI-A,Mid City Tire & Auto,lighting,7,4.5,9.35748693755926
dPg_wNWqk9RynYO2y43yBg,Mancini Motors,engine,7,4.5,9.35748693755926
W7X7ShiJMfkCstQw9RcwZQ,Bergey's Tire & Auto Service Center,wheels_and_tires,7,4.5,9.35748693755926
jZKoHLLeax-1KRWoUlnttg,Meineke Car Care Center,wheels_and_tires,7,4.5,9.35748693755926
-ols5tgh9GslgqmFvTOsDw,Tire Techs USA,wheels_and_tires,7,4.5,9.35748693755926
yg3jFPdlSEzZboRdLXXlUg,Action Discount Tire,wheels_and_tires,7,4.5,9.35748693755926
KihXlum3VIjC3HzNPSYnvg,Garrison's Garage,engine,7,4.5,9.35748693755926
KihXlum3VIjC3HzNPSYnvg,Garrison's Garage,lighting,7,4.5,9.35748693755926
yMhZG1NB-gvvEPAxJmfxDg,Tires Plus,wheels_and_tires,13,3.5,9.236700653653404
fUFq7a4PZulCrMjoIy5S6g,Mavis Discount Tire,wheels_and_tires,13,3.5,9.236700653653404
NO6tZEjT8B9JB9CNbdy3uQ,Mavis Discount Tire,wheels_and_tires,9,4.0,9.210340371976184
LfMWAP0gTbUlv-XqFVJmDQ,Basil's Auto Body,body_and_exterior,9,4.0,9.210340371976184
x6oSCUwOGzJvxkKJ230jdw,Back2New 24 Hour Tire Shop,wheels_and_tires,9,4.0,9.210340371976184
5cPzd9lx9-zpFvEDOr3Hjg,Pep Boys,wheels_and_tires,19,3.0,8.987196820661973
7-zRaGRevEgwKqJ35cjm-A,Mavis Discount Tire,wheels_and_tires,19,3.0,8.987196820661973
dHdf13bxdYxloFClZYHTBA,Mr. Tire Auto Service Centers,wheels_and_tires,12,3.5,8.977322751115379
2E_xdmb-eR2ThEAXLY0UUQ,Piazza Honda Of Philadelphia,body_and_exterior,12,3.5,8.977322751115379
pX8P31z1ixaMp3iViINrjA,KX Automotive,engine,5,5.0,8.958797346140274
HPd13-ZvIJ2XkmmhPEwU3A,Northeast Transmission & Auto Repair,transmission,5,5.0,8.958797346140274
yCcaFZFdNmH7fZu4VBKNOQ,Pat's Automatic Transmission Service,transmission,5,5.0,8.958797346140274
jy4OEVeFig1UCpSvrhUN5g,Main Line Transmission,transmission,5,5.0,8.958797346140274
hRGO29QsdM9fksSuOMvS9A,Champ Automotive Services,engine,5,5.0,8.958797346140274
0zWYKUPvImD7ufl1RQ1jhw,Don's Auto Repair,lighting,5,5.0,8.958797346140274
Mzs8Pq6C-hp4CTOAxBhLuw,Miller Tire & Auto,wheels_and_tires,5,5.0,8.958797346140274
ZAPCUuZBUKbhLF5tiyxDig,Pep Boys,wheels_and_tires,33,2.5,8.815901311540404
z2DS9uS9dvWidJTLjOLK1w,Schafer's Auto Center,brakes,8,4.0,8.788898309344878
_gklyXJFfyaZyavFXGfhBQ,Meineke Car Care Center,wheels_and_tires,8,4.0,8.788898309344878
LMBzA2XpOVMvSYdBZjJAkA,Discount Transmission Service,transmission,8,4.0,8.788898309344878
z2DS9uS9dvWidJTLjOLK1w,Schafer's Auto Center,engine,8,4.0,8.788898309344878
cT2uLApb2zxAclAk40723A,AAAA Hubcap Heaven,wheels_and_tires,8,4.0,8.788898309344878
QFvIzZx_hQhdf1fr61qAFg,Evan's Gulf Auto Repair,wheels_and_tires,8,4.0,8.788898309344878
B3d9LqtrGSRDNV1GhgIkzA,Caliber Collision,body_and_exterior,8,4.0,8.788898309344878
fov36Q5xZGleGIdTjUO3GQ,Center Square Motors,engine,8,4.0,8.788898309344878
PkivM7MtrVrW4-2tZbllnA,Midas,wheels_and_tires,6,4.5,8.75659567074891
OQayieN2Y7JXMZwBZ-qUJg,High End Car Stereo and Performance,lighting,6,4.5,8.75659567074891
3c3okC0udBKZD_fASFrI-A,Mid City Tire & Auto,electrical_system,6,4.5,8.75659567074891
3c3okC0udBKZD_fASFrI-A,Mid City Tire & Auto,engine,6,4.5,8.75659567074891
NyE_IkAjdRhjw6Vyniq67w,Kens Automotive,engine,6,4.5,8.75659567074891
X1AeBeua7lzXCqxnLpq17g,11th Street Auto Repair,electrical_system,6,4.5,8.75659567074891
7HI9pccJr1sqs8MrJQJNgg,Ramsey's Service Center,wheels_and_tires,6,4.5,8.75659567074891
i_dfyyCwh-E-ku2hYV_QBg,Sangillo's Tire Center,wheels_and_tires,6,4.5,8.75659567074891
Yw-kPf-QH1uxpXdjmbFRgw,Fountain Street Auto Service,wheels_and_tires,6,4.5,8.75659567074891
-z0RlL4IaXa6ssgZTXPAwQ,Berardi's Auto Detailing,body_and_exterior,6,4.5,8.75659567074891
KihXlum3VIjC3HzNPSYnvg,Garrison's Garage,brakes,6,4.5,8.75659567074891
dlUC6JbDuv4nOIPDhw5AVg,Creamery Tire,body_and_exterior,6,4.5,8.75659567074891
UIMa-CupNFhRFPFFEL8bFw,Blue Bell Motorcars,engine,6,4.5,8.75659567074891
OQayieN2Y7JXMZwBZ-qUJg,High End Car Stereo and Performance,body_and_exterior,6,4.5,8.75659567074891
crCoQDNdOxwbiO3f4lMjcQ,Mavis Discount Tire,wheels_and_tires,11,3.5,8.697173274258
DVuxMKsNbxEgIO5wg5-JHQ,Mavis Discount Tire,wheels_and_tires,11,3.5,8.697173274258
mXcjGClCK67VVCSx0hrtMw,O'Brien's Tire & Auto,wheels_and_tires,11,3.5,8.697173274258
xkJnPC6rv7Utg7ZF55D8Hw,CJ's Tire & Automotive,wheels_and_tires,11,3.5,8.697173274258
Bd9AyP3ZpE57Ed0gHwh6NA,Conicelli Honda,body_and_exterior,16,3.0,8.49964003216865
6OcL1qGQfw8EL_pPLBbFJg,Ardmore Toyota,wheels_and_tires,10,3.5,8.392633454794296
4uoBXXD-PLpetfKKzifW3A,J&M Discount Tire & Service Center,wheels_and_tires,10,3.5,8.392633454794296
LoVVyTKjpuH3H3q8Iyre_g,VAC Motorsports,engine,10,3.5,8.392633454794296
pXLUon8z8iUvpQaf3ug0mQ,Pep Boys,wheels_and_tires,10,3.5,8.392633454794296
Iy_Zw6r3vagiMF-e63EMhQ,United Tire & Service of Lower Merion,wheels_and_tires,10,3.5,8.392633454794296
pC7MuCpWGTZjlrc7HvdF_A,Philadelphia Tire & Service,wheels_and_tires,7,4.0,8.317766166719343
qaFizW202p1-BJzmai_Z_g,Caliber Collision,body_and_exterior,7,4.0,8.317766166719343
dvidzWEPgTQPeBc8CUV2OQ,Tires Plus,wheels_and_tires,14,3.0,8.12415060330663
F9MijJziPbzfvdB0j1mrTw,Melnick Motors,engine,5,4.5,8.062917611526247
WII9aGHsL6fUZZiSyR_EJQ,Jim's Berwyn Auto Repair Center,body_and_exterior,5,4.5,8.062917611526247
NlsgSTg_hwAVspEu9NTm9A,D'Avico's Auto Repair,brakes,5,4.5,8.062917611526247
z7Tqhi2nA4ME_96mWmx3Rg,Salhani Auto Service & Sales,brakes,5,4.5,8.062917611526247
GafcWD0DRiXe4oPQCBBAFA,K & K Auto Repair,brakes,5,4.5,8.062917611526247
PNhX-dBU4CSGoMaFFUkReg,AOK Auto Body & Glass,wheels_and_tires,5,4.5,8.062917611526247
sdk4w3iYgCVjrUs9PV8XGQ,Woodlawn Foreign Car Service,miscellaneous,5,4.5,8.062917611526247
J01vAIwEnMhWfYhUrdiT2A,McGarrigle's Automotive,wheels_and_tires,5,4.5,8.062917611526247
SezTh5uY5IY1OZEracWmMw,Turchi Enterprises,engine,5,4.5,8.062917611526247
Di-P4tJTGSUt3BPY4w2gSQ,Kongs Auto Repair,engine,5,4.5,8.062917611526247
SH8jvBEq_Jh2d_rIatvftA,Girls Auto Clinic,brakes,5,4.5,8.062917611526247
1y0WDHCevYlDn8YlaOYK3A,Meineke Car Care Center,wheels_and_tires,5,4.5,8.062917611526247
v1fmEga74-Qe-YKM59JcNQ,Chi Auto Repair,wheels_and_tires,5,4.5,8.062917611526247
jZKoHLLeax-1KRWoUlnttg,Meineke Car Care Center,engine,5,4.5,8.062917611526247
LZaDMeKq8PLi3VUMJ2YnaA,Conshohocken Auto Glass,body_and_exterior,5,4.5,8.062917611526247
VfWTXITyfy_hrWJTY_8ptg,United Tire & Service of East Caln,wheels_and_tires,5,4.5,8.062917611526247
trCimr_PVNVi5Vghb7GYCg,Nu Era Automotive,engine,5,4.5,8.062917611526247
GnGxFpM5--XNJAZRUyDnRQ,Bill Nocella Auto Body,body_and_exterior,5,4.5,8.062917611526247
xQf1XC4NOrg3rEOrxTf0og,JG Transmissions,transmission,5,4.5,8.062917611526247
hS6dyRJWAw9XZYTeuXFKqg,Tires Etc,wheels_and_tires,9,3.5,8.05904782547916
3ONID-FiN6arsuNUjRz-1Q,Cjs Tire and Auto,wheels_and_tires,9,3.5,8.05904782547916
atcFEZTvBmrS5zQDJmuVuQ,York Road Auto Glass,body_and_exterior,4,5.0,8.047189562170502
PWJN6jFh1ajGUr3neiImuw,Wismer Auto Interiors & Tops,interior,4,5.0,8.047189562170502
d-xAtedbnJtirMZC0Plczw,Greenwood Automotive Specialists,wheels_and_tires,4,5.0,8.047189562170502
NMu99exCKoTN6MDLqZ2khg,Big Oak Citgo,wheels_and_tires,4,5.0,8.047189562170502
WL4m-SQnou7MaNXm4Ay1Xw,Accu-Tune,engine,4,5.0,8.047189562170502
QJxc2hYO1RujBM8mqPvCmg,Exton Tire,wheels_and_tires,4,5.0,8.047189562170502
rNAFRj2hh-26-gxhzznavw,Autobahn Motor Sports,engine,4,5.0,8.047189562170502
PclwvF5Dlox3Vm61VDHkWA,Folcroft Auto Body,body_and_exterior,4,5.0,8.047189562170502
JbNgfr60iyvM3CJWgyqXkw,Tom & Sons Auto Repair,brakes,4,5.0,8.047189562170502
KDKfiyYY7VER5GUZIQoSig,Pep Boys,body_and_exterior,22,2.5,7.838735539822874
PusWGOxiMhfn64oSBV-i1Q,Earlington Transmission,transmission,6,4.0,7.783640596221253
jk-Id_QpkvkrplueKgP5Cg,Ren's Auto,body_and_exterior,6,4.0,7.783640596221253
3BTUfOkX26Y5dGOh5jLfTg,Rocco's Collision Center,body_and_exterior,6,4.0,7.783640596221253
PrxXyiH3X1bTfksV9ee2TA,Five Star Tinting and Graphix,body_and_exterior,6,4.0,7.783640596221253
1Nft9b1Wuk5Pl_mQIEptcQ,3D Auto Body & Collision Centers,body_and_exterior,6,4.0,7.783640596221253
Cdt9D6XfEF7FBHRBbj-BgQ,Blatt Tire & Auto Repair,engine,6,4.0,7.783640596221253
RaPRU1ZjsVLZDndTHk4vBw,Mavis Discount Tire,wheels_and_tires,6,4.0,7.783640596221253
zXnFTbBeqWP8A3YvmFme-Q,Mavis Discount Tire,engine,6,4.0,7.783640596221253
lvAKhBQZyTgKF9kpuXy2ZA,United Tire & Service of Rosemont,wheels_and_tires,6,4.0,7.783640596221253
8x3rgaq2aJCzo2EFukLsYw,Mr. Tire Auto Service Centers,wheels_and_tires,6,4.0,7.783640596221253
z2DS9uS9dvWidJTLjOLK1w,Schafer's Auto Center,wheels_and_tires,6,4.0,7.783640596221253
kuCCKCv1JbfIi108De_01g,United Tire & Service of Downingtown,wheels_and_tires,6,4.0,7.783640596221253
3k05inIjD0WOQkd71_VNrQ,Central Auto Service,engine,6,4.0,7.783640596221253
TyOe_EcbyAWMmPgg_ILwHQ,Pep Boys,wheels_and_tires,21,2.5,7.72760613339579
gUWGBaqmVCl-5p63b89QDw,Mavis Discount Tire,wheels_and_tires,12,3.0,7.694848072384611
JhIh2416j-t9ybpiHSLGLQ,Central City Toyota,body_and_exterior,12,3.0,7.694848072384611
s5gqYDEBvs6zq837q1fmoA,Jiffy Lube,body_and_exterior,8,3.5,7.690286020676768
6lXkFYfttecwkhCNvvEl9g,Tim's Auto Care,wheels_and_tires,8,3.5,7.690286020676768
6OcL1qGQfw8EL_pPLBbFJg,Ardmore Toyota,engine,8,3.5,7.690286020676768
SS-fxHTJYfXTJoqQKV3dSg,Monro Auto Service and Tire Centers,wheels_and_tires,8,3.5,7.690286020676768
2E_xdmb-eR2ThEAXLY0UUQ,Piazza Honda Of Philadelphia,electrical_system,8,3.5,7.690286020676768
0-tNITJZLzSARsR_rtkgvw,Mavis Discount Tire,brakes,8,3.5,7.690286020676768
LrH3WQwkAQqe9LmhQJocOA,Pinnacle Auto Repair and Tires,brakes,8,3.5,7.690286020676768
5lY8yqbvWwQzi_sEwi3ljA,Tires Plus,wheels_and_tires,19,2.5,7.489330683884977
JhIh2416j-t9ybpiHSLGLQ,Central City Toyota,brakes,11,3.0,7.4547199493640015
J4w4CCyvi5lxe6zhtDFJOg,Mavis Discount Tire,wheels_and_tires,11,3.0,7.4547199493640015
YxhdfdhRZjJHPFxaADnNVg,Conicelli Toyota of Conshohocken,body_and_exterior,11,3.0,7.4547199493640015
GmV86pPs7DKZaf-pVseR9Q,Carshop - Hatfield,engine,7,3.5,7.278045395879425
Unw031KzD4WIWWKve0-Jxw,Julio's Mufflers,exhaust_system,7,3.5,7.278045395879425
m5OsX6UdhfYrMrQVIWzuIg,Mr Tire Auto Service Centers,wheels_and_tires,7,3.5,7.278045395879425
RLayQs4xkYzqnkF9uqNTmA,Monro Auto Service and Tire Centers,wheels_and_tires,7,3.5,7.278045395879425
yEORuinc1dfDYznNG_zx4g,Mavis Discount Tire,wheels_and_tires,7,3.5,7.278045395879425
6OcL1qGQfw8EL_pPLBbFJg,Ardmore Toyota,interior,7,3.5,7.278045395879425
NyE_IkAjdRhjw6Vyniq67w,Kens Automotive,brakes,4,4.5,7.242470605953451
7HI9pccJr1sqs8MrJQJNgg,Ramsey's Service Center,engine,4,4.5,7.242470605953451
TvWvHGaGBTdWLjB1WggQ3A,Helix Motorsports,engine,4,4.5,7.242470605953451
NyE_IkAjdRhjw6Vyniq67w,Kens Automotive,lighting,4,4.5,7.242470605953451
v1fmEga74-Qe-YKM59JcNQ,Chi Auto Repair,engine,4,4.5,7.242470605953451
X1AeBeua7lzXCqxnLpq17g,11th Street Auto Repair,lighting,4,4.5,7.242470605953451
Q5vMMSvtb9eq099-8VNlzA,Maaco Auto Body Shop & Painting,body_and_exterior,4,4.5,7.242470605953451
y1HcGuIOchLnsuRCT-8LjA,Authorized Motor Service,engine,4,4.5,7.242470605953451
BAwtgZs-zZC4JZ0--aEpQw,Clarks Auto Repair,wheels_and_tires,4,4.5,7.242470605953451
NyE_IkAjdRhjw6Vyniq67w,Kens Automotive,body_and_exterior,4,4.5,7.242470605953451
jZKoHLLeax-1KRWoUlnttg,Meineke Car Care Center,electrical_system,4,4.5,7.242470605953451
TWBFhg59aLP1fefTqMDZSw,MrKitt's Service Center,body_and_exterior,4,4.5,7.242470605953451
V66K00SZ-xOHuRXMC7jS9g,Meenan Transmissions,engine,4,4.5,7.242470605953451
v6p8-3PmHnp5fHPTmU9hNQ,Car Concierge,body_and_exterior,4,4.5,7.242470605953451
v6p8-3PmHnp5fHPTmU9hNQ,Car Concierge,interior,4,4.5,7.242470605953451
5Od1pwdjvx7rkZ3Bpy6VIA,Kershaw & Fritz Tire Service,wheels_and_tires,4,4.5,7.242470605953451
hOcIEm-TAig-_y3Roeu4DA,Paul Bros Auto Body,body_and_exterior,4,4.5,7.242470605953451
kCdrrezhCn-JzW91XXO3TQ,Joe Long's East Falls Automotive,wheels_and_tires,4,4.5,7.242470605953451
fnv0PrzcWoopJKuVMpCcdA,United Tire & Service of North East Philadelphia,wheels_and_tires,4,4.5,7.242470605953451
Fp0S9XtlpiYsSWfc3q3wWg,1st Rate Auto & Truck Repair,brakes,4,4.5,7.242470605953451
adgThekUMoNlAYwQ96388w,Northern Liberties Auto Clinic,wheels_and_tires,4,4.5,7.242470605953451
trCimr_PVNVi5Vghb7GYCg,Nu Era Automotive,body_and_exterior,4,4.5,7.242470605953451
g0iCVzC9wUaELvX68ADrsg,Thomas Maggiano Auto Repair,wheels_and_tires,4,4.5,7.242470605953451
lReWbu5bFX_tAbJ5mtZURw,Wynnewood Park Service Center,wheels_and_tires,4,4.5,7.242470605953451
KihXlum3VIjC3HzNPSYnvg,Garrison's Garage,steering,4,4.5,7.242470605953451
NlsgSTg_hwAVspEu9NTm9A,D'Avico's Auto Repair,wheels_and_tires,4,4.5,7.242470605953451
hVji-GdwHIxONtbi7K6dzQ,German Auto Specialists,engine,4,4.5,7.242470605953451
p7iNNLmXuCGHGKPgz96gJg,Lykon Automotive,wheels_and_tires,4,4.5,7.242470605953451
OQayieN2Y7JXMZwBZ-qUJg,High End Car Stereo and Performance,electrical_system,4,4.5,7.242470605953451
mkAiWG4S1ChL8l92HvnYUQ,Alloy Wheel Repair Specialists,wheels_and_tires,4,4.5,7.242470605953451
hVji-GdwHIxONtbi7K6dzQ,German Auto Specialists,brakes,4,4.5,7.242470605953451
rUzxUXHE4ICwXD1ZlquS7g,Midas,brakes,17,2.5,7.225929394740412
KDKfiyYY7VER5GUZIQoSig,Pep Boys,brakes,17,2.5,7.225929394740412
ggFfdS0hDwGfTSIrTYQ_5Q,Sloane Honda,wheels_and_tires,10,3.0,7.193685818395112
y--UQiSyVPAmWjRkZ9tdPQ,Pep Boys,wheels_and_tires,10,3.0,7.193685818395112
JhIh2416j-t9ybpiHSLGLQ,Central City Toyota,wheels_and_tires,10,3.0,7.193685818395112
O_ksSP-MfJDePgOS189B2g,Maaco Auto Body Shop & Painting,body_and_exterior,10,3.0,7.193685818395112
9AbOCIypvmXrJLETalOAXw,Norcini's Auto Body,body_and_exterior,5,4.0,7.16703787691222
R8QcUHXZvb_cz1CRqwN7Bg,Moppert Brothers,body_and_exterior,5,4.0,7.16703787691222
qs1OfRzlrVEUZAL01ViP0g,Just Tires,wheels_and_tires,5,4.0,7.16703787691222
wcxdoxrGN57Nl6yjzVUXNQ,Service King Collision West Goshen,body_and_exterior,5,4.0,7.16703787691222
oHbSVpEWCgRdmVZVdEmcRw,Fred's Mt Airy Motors,engine,5,4.0,7.16703787691222
sXyYBK2AnpJLYqbVR1asPg,United Tire & Service of Ambler,wheels_and_tires,5,4.0,7.16703787691222
wNWt0LlftKpXQ2qjIqtXhA,Volvo Cars of Fort Washington,engine,5,4.0,7.16703787691222
jk-Id_QpkvkrplueKgP5Cg,Ren's Auto,brakes,5,4.0,7.16703787691222
q96WeP71bZ1APqiDNuEPBQ,A&R Towing,wheels_and_tires,5,4.0,7.16703787691222
8GpxqaAYQ7wFQHgMV9I0aw,Lexus Of Chester Springs,engine,5,4.0,7.16703787691222
